threshold,tp,fp,fn,tn,amount_tp_sum,precision,recall,fp_to_tp,accuracy,F1,specificity,fpr,amount_weighted_recall
0.0,771.0,2402.0,0,0,595463.1099999999,0.24298770879294043,1.0,3.1154345006485085,0.24298770879294043,0.390973630831643,0.0,1.0,1.0
0.01,771.0,364.0,0,2038,595463.1099999999,0.6792951541850221,1.0,0.4721141374837873,0.8852820674440592,0.8090241343126967,0.8484596169858452,0.15154038301415484,1.0
0.02,771.0,198.0,0,2204,595463.1099999999,0.7956656346749226,1.0,0.25680933852140075,0.9375984872360542,0.8862068965517241,0.9175686927560366,0.08243130724396341,1.0
0.03,771.0,143.0,0,2259,595463.1099999999,0.8435448577680525,1.0,0.185473411154345,0.9549322407815947,0.91513353115727,0.940466278101582,0.05953372189841799,1.0
0.04,771.0,113.0,0,2289,595463.1099999999,0.8721719457013575,1.0,0.14656290531776914,0.9643870154427986,0.9317220543806647,0.9529558701082431,0.04704412989175688,1.0
0.05,771.0,98.0,0,2304,595463.1099999999,0.8872266973532796,1.0,0.12710765239948119,0.9691144027734006,0.9402439024390243,0.9592006661115737,0.04079933388842627,1.0
0.06,771.0,87.0,0,2315,595463.1099999999,0.8986013986013986,1.0,0.11284046692607004,0.9725811534825086,0.9465930018416207,0.9637801831806828,0.036219816819317185,1.0
0.07,771.0,71.0,0,2331,595463.1099999999,0.9156769596199525,1.0,0.09208819714656291,0.9776236999684841,0.9559826410415375,0.9704412989175687,0.029558701082431305,1.0
0.08,771.0,61.0,0,2341,595463.1099999999,0.9266826923076923,1.0,0.07911802853437094,0.9807752915222188,0.9619463505926388,0.9746044962531224,0.0253955037468776,1.0
0.09,771.0,51.0,0,2351,595463.1099999999,0.9379562043795621,1.0,0.06614785992217899,0.9839268830759533,0.967984934086629,0.9787676935886761,0.021232306411323898,1.0
0.1,771.0,41.0,0,2361,595463.1099999999,0.9495073891625616,1.0,0.05317769130998703,0.987078474629688,0.9740998104864181,0.9829308909242298,0.017069109075770195,1.0
0.11,771.0,37.0,0,2365,595463.1099999999,0.9542079207920792,1.0,0.04798962386511025,0.9883391112511819,0.9765674477517416,0.9845961698584513,0.015403830141548669,1.0
0.12,771.0,37.0,0,2365,595463.1099999999,0.9542079207920792,1.0,0.04798962386511025,0.9883391112511819,0.9765674477517416,0.9845961698584513,0.015403830141548669,1.0
0.13,771.0,28.0,0,2374,595463.1099999999,0.9649561952440551,1.0,0.03631647211413749,0.991175543649543,0.9821656050955414,0.9883430474604497,0.011656952539550347,1.0
0.14,771.0,24.0,0,2378,595463.1099999999,0.969811320754717,1.0,0.0311284046692607,0.9924361802710369,0.9846743295019157,0.9900083263946711,0.009991673605328932,1.0
0.15,771.0,21.0,0,2381,595463.1099999999,0.9734848484848485,1.0,0.027237354085603113,0.9933816577371573,0.9865642994241842,0.9912572855953372,0.008742714404662788,1.0
0.16,771.0,19.0,0,2383,595463.1099999999,0.9759493670886076,1.0,0.02464332036316472,0.9940119760479041,0.9878283151825753,0.992089925062448,0.007910074937552025,1.0
0.17,771.0,18.0,0,2384,595463.1099999999,0.9771863117870723,1.0,0.023346303501945526,0.9943271352032776,0.9884615384615385,0.9925062447960034,0.007493755203996644,1.0
0.18,771.0,17.0,0,2385,595463.1099999999,0.9784263959390863,1.0,0.02204928664072633,0.9946422943586511,0.9890955740859525,0.9929225645295587,0.007077435470441262,1.0
0.19,771.0,16.0,0,2386,595463.1099999999,0.9796696315120712,1.0,0.020752269779507133,0.9949574535140245,0.9897304236200257,0.9933388842631141,0.006661115736885881,1.0
0.2,771.0,13.0,0,2389,595463.1099999999,0.9834183673469388,1.0,0.016861219195849545,0.9959029309801449,0.9916398713826367,0.9945878434637802,0.005412156536219848,1.0
0.21,771.0,13.0,0,2389,595463.1099999999,0.9834183673469388,1.0,0.016861219195849545,0.9959029309801449,0.9916398713826367,0.9945878434637802,0.005412156536219848,1.0
0.22,770.0,13.0,1,2389,595411.8799999999,0.9833971902937421,0.9987029831387808,0.016883116883116882,0.9955877718247715,0.990990990990991,0.9945878434637802,0.005412156536219848,0.9999139661229391
0.23,770.0,11.0,1,2391,595411.8799999999,0.9859154929577465,0.9987029831387808,0.014285714285714285,0.9962180901355184,0.9922680412371134,0.9954204829308909,0.004579517069109085,0.9999139661229391
0.24,770.0,10.0,1,2392,595411.8799999999,0.9871794871794872,0.9987029831387808,0.012987012987012988,0.9965332492908919,0.9929078014184397,0.9958368026644463,0.004163197335553703,0.9999139661229391
0.25,770.0,8.0,1,2394,595411.8799999999,0.9897172236503856,0.9987029831387808,0.01038961038961039,0.9971635676016388,0.9941897998708844,0.9966694421315571,0.0033305578684429404,0.9999139661229391
0.26,770.0,8.0,1,2394,595411.8799999999,0.9897172236503856,0.9987029831387808,0.01038961038961039,0.9971635676016388,0.9941897998708844,0.9966694421315571,0.0033305578684429404,0.9999139661229391
0.27,769.0,7.0,2,2395,595410.8399999999,0.990979381443299,0.9974059662775616,0.009102730819245773,0.9971635676016388,0.9941822882999354,0.9970857618651124,0.002914238134887559,0.9999122195831744
0.28,769.0,6.0,2,2396,595410.8399999999,0.9922580645161291,0.9974059662775616,0.007802340702210663,0.9974787267570123,0.9948253557567918,0.9975020815986678,0.0024979184013321776,0.9999122195831744
0.29,769.0,5.0,2,2397,595410.8399999999,0.9935400516795866,0.9974059662775616,0.006501950585175552,0.9977938859123857,0.9954692556634305,0.9979184013322231,0.002081598667776907,0.9999122195831744
