feature_1,feature_2,correlation
profileRawStdSessionAction1Count,profileRawMeanSessionAction0Count,0.07547945734077924
profileRawMeanSessionAction0Count,profileRawStdSessionAction1Count,0.07547945734077924
profileSessionActionCountZScore,profileRawAmountPercentile90,-0.0754788880028451
profileRawAmountPercentile90,profileSessionActionCountZScore,-0.0754788880028451
action6Count,genderMale,-0.07547806461259382
genderMale,action6Count,-0.07547806461259382
genderMale,profileAmountZScore,0.07544730382967098
profileAmountZScore,genderMale,0.07544730382967098
profileRawSessionCount,transactionCount,-0.0753625541659012
transactionCount,profileRawSessionCount,-0.0753625541659012
profileSessionAction8CountZScore,profileRawMeanSessionAction7Count,-0.07534780890131774
profileRawMeanSessionAction7Count,profileSessionAction8CountZScore,-0.07534780890131774
recipientTransactionCount,profileRawSessionCount,0.07534556905549696
profileRawSessionCount,recipientTransactionCount,0.07534556905549696
profileSessionAction4CountZScore,amountMod250,0.07533930744354715
amountMod250,profileSessionAction4CountZScore,0.07533930744354715
profileRawMeanSessionAction8Count,profileRawStdSessionAction1Count,0.07532803640152624
profileRawStdSessionAction1Count,profileRawMeanSessionAction8Count,0.07532803640152624
profileRawStdSessionAction9Count,profileSessionTransactionFromCheckingCountZScore,-0.07531106301440055
profileSessionTransactionFromCheckingCountZScore,profileRawStdSessionAction9Count,-0.07531106301440055
genderMale,maritalStatusSingle,0.075302055764157
maritalStatusSingle,genderMale,0.075302055764157
maritalStatusMarried,accountTypeSavings,-0.07527204723411235
accountTypeSavings,maritalStatusMarried,-0.07527204723411235
profileRawMeanSessionTransactionFromSavingsCount,age,0.07524810573945097
age,profileRawMeanSessionTransactionFromSavingsCount,0.07524810573945097
profileSessionAction6CountZScore,profileSessionAction1CountZScore,0.07522731910840919
profileSessionAction1CountZScore,profileSessionAction6CountZScore,0.07522731910840919
profileRawMeanSessionAction5Count,amountMin,-0.07521594574008086
amountMin,profileRawMeanSessionAction5Count,-0.07521594574008086
maritalStatusSingle,profileRawMeanSessionTransactionCount,-0.07519307142775696
profileRawMeanSessionTransactionCount,maritalStatusSingle,-0.07519307142775696
profileRawMeanSessionTransactionCount,profileRawAmountPercentile10,-0.0751790714871611
profileRawAmountPercentile10,profileRawMeanSessionTransactionCount,-0.0751790714871611
amountMod100,action1Count,0.07516378931185043
action1Count,amountMod100,0.07516378931185043
profileRawAmountMin,action2Count,-0.07514123612215136
action2Count,profileRawAmountMin,-0.07514123612215136
hour,maritalStatusDivorced,-0.07513932025026251
maritalStatusDivorced,hour,-0.07513932025026251
profileSessionAction3CountZScore,profileRawStdSessionAction1Count,-0.07512694558027833
profileRawStdSessionAction1Count,profileSessionAction3CountZScore,-0.07512694558027833
amountMod100,profileRawStdSessionAction6Count,0.0749823642122977
profileRawStdSessionAction6Count,amountMod100,0.0749823642122977
profileRawAmountMin,action8Count,-0.07494318721603815
action8Count,profileRawAmountMin,-0.07494318721603815
profileRawTransactionCount,amountAvg,-0.07485628425648998
amountAvg,profileRawTransactionCount,-0.07485628425648998
action2Count,profileSessionAction3CountZScore,0.07482884665024504
profileSessionAction3CountZScore,action2Count,0.07482884665024504
longitude,accountTypeCreditCard,0.07477602239617827
accountTypeCreditCard,longitude,0.07477602239617827
profileRawAmountMax,amountMod500,0.07473123022641395
amountMod500,profileRawAmountMax,0.07473123022641395
profileRawAmountPercentile10,genderMale,-0.07473001255293504
genderMale,profileRawAmountPercentile10,-0.07473001255293504
profileDistinctRecipientCount,homeLongitude,0.07471241089592347
homeLongitude,profileDistinctRecipientCount,0.07471241089592347
profileRawInd,action9Count,-0.07467423375553568
action9Count,profileRawInd,-0.07467423375553568
action3Count,amountAvg,-0.07466528330860044
amountAvg,action3Count,-0.07466528330860044
amountSum,profileSessionAction3CountZScore,-0.07466159468711453
profileSessionAction3CountZScore,amountSum,-0.07466159468711453
profileDistinctRecipientCount,profileRawAmountPercentile50,0.07459637514241621
profileRawAmountPercentile50,profileDistinctRecipientCount,0.07459637514241621
amountMod500,profileSecondsToTransactionZScore,0.07456760110714439
profileSecondsToTransactionZScore,amountMod500,0.07456760110714439
profileAmountZScore,maritalStatusMarried,0.07453954549677587
maritalStatusMarried,profileAmountZScore,0.07453954549677587
profileRawStdSessionAction9Count,homeLatitude,-0.0745020038623753
homeLatitude,profileRawStdSessionAction9Count,-0.0745020038623753
distanceFromHome,profileRawAmountMin,0.07446971411962298
profileRawAmountMin,distanceFromHome,0.07446971411962298
profileRawMeanSessionAction1Count,profileRawStdSessionAction8Count,0.07444822504151351
profileRawStdSessionAction8Count,profileRawMeanSessionAction1Count,0.07444822504151351
profileRawStdSessionAction9Count,profileSessionAction7CountZScore,-0.07434423815912786
profileSessionAction7CountZScore,profileRawStdSessionAction9Count,-0.07434423815912786
action7Count,profileRawMeanSessionTransactionFromCreditCardCount,-0.0743322287897227
profileRawMeanSessionTransactionFromCreditCardCount,action7Count,-0.0743322287897227
accountTypeCreditCard,profileRawStdSessionTransactionFromCheckingCount,-0.07430849360825684
profileRawStdSessionTransactionFromCheckingCount,accountTypeCreditCard,-0.07430849360825684
amountAvg,profileSessionAction3CountZScore,-0.07421455892182055
profileSessionAction3CountZScore,amountAvg,-0.07421455892182055
avgActionDuration,amountMod250,-0.07417840058838826
amountMod250,avgActionDuration,-0.07417840058838826
maritalStatusMarried,profileRawMeanSessionAction6Count,-0.07411710855479968
profileRawMeanSessionAction6Count,maritalStatusMarried,-0.07411710855479968
profileRawStdSessionAction6Count,profileSessionAction9CountZScore,-0.07403126091438292
profileSessionAction9CountZScore,profileRawStdSessionAction6Count,-0.07403126091438292
amountMod500,profileRawStdSessionAction5Count,0.07399508965386029
profileRawStdSessionAction5Count,amountMod500,0.07399508965386029
profileRawAmountPercentile90,profileRawStdSessionAction1Count,0.07397051045034637
profileRawStdSessionAction1Count,profileRawAmountPercentile90,0.07397051045034637
profileSessionAction3CountZScore,profileRawMeanSessionAction3Count,0.07394862277758225
profileRawMeanSessionAction3Count,profileSessionAction3CountZScore,0.07394862277758225
profileRawMeanSessionAction1Count,profileSessionAction6CountZScore,-0.07391511831564802
profileSessionAction6CountZScore,profileRawMeanSessionAction1Count,-0.07391511831564802
profileRawSessionCount,accountTypeSavings,-0.07387557925322626
accountTypeSavings,profileRawSessionCount,-0.07387557925322626
profileRawStdSessionAction1Count,profileSessionAction6CountZScore,-0.07385296989712604
profileSessionAction6CountZScore,profileRawStdSessionAction1Count,-0.07385296989712604
action7Count,profileRawAmountPercentile50,-0.07384349887258972
profileRawAmountPercentile50,action7Count,-0.07384349887258972
action0Count,profileRawMeanSecondsToTransaction,-0.07382184484308216
profileRawMeanSecondsToTransaction,action0Count,-0.07382184484308216
profileSessionAction0CountZScore,avgActionDuration,0.07381490134835912
avgActionDuration,profileSessionAction0CountZScore,0.07381490134835912
profileRawAmountPercentile75,profileRawStdSessionTransactionFromCheckingCount,0.0737564395424681
profileRawStdSessionTransactionFromCheckingCount,profileRawAmountPercentile75,0.0737564395424681
amountMod100,profileRawMeanSessionAction6Count,0.07374735635298846
profileRawMeanSessionAction6Count,amountMod100,0.07374735635298846
actionCount,avgActionDuration,-0.07374210127955692
avgActionDuration,actionCount,-0.07374210127955692
latitude,homeLongitude,-0.07373485542442688
homeLongitude,latitude,-0.07373485542442688
genderMale,transactionCount,0.0736488750067835
transactionCount,genderMale,0.0736488750067835
profileRawMeanSessionAction6Count,profileSessionAction4CountZScore,-0.07363203433475277
profileSessionAction4CountZScore,profileRawMeanSessionAction6Count,-0.07363203433475277
action9Count,profileRawMeanSessionAction0Count,-0.07353971420935225
profileRawMeanSessionAction0Count,action9Count,-0.07353971420935225
profileSessionActionCountZScore,profileRawAmountPercentile75,-0.07353657905062704
profileRawAmountPercentile75,profileSessionActionCountZScore,-0.07353657905062704
profileRawStdSessionTransactionCount,latitude,-0.0735059217023369
latitude,profileRawStdSessionTransactionCount,-0.0735059217023369
profileSessionAction3CountZScore,profileRawMeanSessionTransactionFromSavingsCount,0.07344360234001629
profileRawMeanSessionTransactionFromSavingsCount,profileSessionAction3CountZScore,0.07344360234001629
profileSessionAction8CountZScore,amountMin,-0.0734157564055017
amountMin,profileSessionAction8CountZScore,-0.0734157564055017
profileRawAmountPercentile90,action2Count,0.07340501658871253
action2Count,profileRawAmountPercentile90,0.07340501658871253
profileRawStdSessionAction5Count,amountMin,-0.07338648867814924
amountMin,profileRawStdSessionAction5Count,-0.07338648867814924
action5Count,amount,0.07336703621565495
amount,action5Count,0.07336703621565495
profileRawStdSessionTransactionFromSavingsCount,profileSessionAction2CountZScore,0.07329065360203321
profileSessionAction2CountZScore,profileRawStdSessionTransactionFromSavingsCount,0.07329065360203321
accountTypeCreditCard,amountSum,0.07327813709184341
amountSum,accountTypeCreditCard,0.07327813709184341
distinctRecipientCount,profileRawStdSessionActionCount,-0.07322698547414136
profileRawStdSessionActionCount,distinctRecipientCount,-0.07322698547414136
profileRawStdSessionTransactionFromCreditCardCount,action9Count,-0.07318184745192918
action9Count,profileRawStdSessionTransactionFromCreditCardCount,-0.07318184745192918
profileRawAmountAvg,profileSessionTransactionCountZScore,-0.07315314343578817
profileSessionTransactionCountZScore,profileRawAmountAvg,-0.07315314343578817
profileRawStdSecondsToTransaction,action4Count,-0.07311315860107269
action4Count,profileRawStdSecondsToTransaction,-0.07311315860107269
profileRawMeanSessionTransactionFromCreditCardCount,profileSessionActionCountZScore,-0.0730361848336254
profileSessionActionCountZScore,profileRawMeanSessionTransactionFromCreditCardCount,-0.0730361848336254
profileRawMeanSessionTransactionFromCheckingCount,profileSessionActionCountZScore,-0.0730057033494018
profileSessionActionCountZScore,profileRawMeanSessionTransactionFromCheckingCount,-0.0730057033494018
profileRawStdSessionAction3Count,profileRawStdSessionAction2Count,0.07297480519887066
profileRawStdSessionAction2Count,profileRawStdSessionAction3Count,0.07297480519887066
profileSessionTransactionCountZScore,avgActionDuration,-0.0729367827598638
avgActionDuration,profileSessionTransactionCountZScore,-0.0729367827598638
amount,dayOfMonth,0.07290206961452088
dayOfMonth,amount,0.07290206961452088
profileSessionTransactionFromSavingsCountZScore,genderMale,0.07288323094085049
genderMale,profileSessionTransactionFromSavingsCountZScore,0.07288323094085049
profileSessionAction3CountZScore,profileRawMeanSessionActionCount,-0.07274745284823199
profileRawMeanSessionActionCount,profileSessionAction3CountZScore,-0.07274745284823199
action6Count,accountTypeSavings,-0.07271919479282052
accountTypeSavings,action6Count,-0.07271919479282052
maritalStatusMarried,dayOfMonth,-0.07261444668735481
dayOfMonth,maritalStatusMarried,-0.07261444668735481
action6Count,avgActionDuration,-0.07259041552590748
avgActionDuration,action6Count,-0.07259041552590748
profileSessionTransactionCountZScore,profileRawMeanSessionTransactionFromCreditCardCount,-0.07256345957858346
profileRawMeanSessionTransactionFromCreditCardCount,profileSessionTransactionCountZScore,-0.07256345957858346
profileRawStdSessionTransactionFromSavingsCount,age,0.07251404057796686
age,profileRawStdSessionTransactionFromSavingsCount,0.07251404057796686
profileRawAmountMin,profileSessionAction5CountZScore,-0.0724713510638742
profileSessionAction5CountZScore,profileRawAmountMin,-0.0724713510638742
profileRawMeanSessionTransactionFromCreditCardCount,amountMod1000,0.07227748905058307
amountMod1000,profileRawMeanSessionTransactionFromCreditCardCount,0.07227748905058307
profileRawAmountPercentile50,profileRawMeanSessionAction4Count,0.07225946519514544
profileRawMeanSessionAction4Count,profileRawAmountPercentile50,0.07225946519514544
genderMale,profileRawStdSessionAction2Count,-0.0722233214872902
profileRawStdSessionAction2Count,genderMale,-0.0722233214872902
profileRawAmountAvg,longitude,-0.07222157047432395
longitude,profileRawAmountAvg,-0.07222157047432395
profileSessionAction2CountZScore,profileRawMeanSessionAction3Count,-0.07221184106122865
profileRawMeanSessionAction3Count,profileSessionAction2CountZScore,-0.07221184106122865
amountMod100,profileRawAmountPercentile50,0.07218363584484809
profileRawAmountPercentile50,amountMod100,0.07218363584484809
profileSecondsToTransactionZScore,profileRawAmountStd,-0.07217645212081492
profileRawAmountStd,profileSecondsToTransactionZScore,-0.07217645212081492
action5Count,profileAmountZScore,0.07216816084797319
profileAmountZScore,action5Count,0.07216816084797319
profileSessionTransactionCountZScore,profileRawStdSessionAction7Count,-0.0721485004945005
profileRawStdSessionAction7Count,profileSessionTransactionCountZScore,-0.0721485004945005
amountMin,profileRawAmountAvg,0.0721336198379331
profileRawAmountAvg,amountMin,0.0721336198379331
profileRawMeanSessionAction6Count,latitude,-0.07210893091512227
latitude,profileRawMeanSessionAction6Count,-0.07210893091512227
dayOfWeek,profileSessionAction2CountZScore,0.07209105758507711
profileSessionAction2CountZScore,dayOfWeek,0.07209105758507711
longitude,profileRawMeanSessionAction0Count,-0.0720474427800789
profileRawMeanSessionAction0Count,longitude,-0.0720474427800789
profileRawStdSessionTransactionFromCreditCardCount,dayOfWeek,-0.07197674915851406
dayOfWeek,profileRawStdSessionTransactionFromCreditCardCount,-0.07197674915851406
maritalStatusSingle,avgActionDuration,-0.07196888090840581
avgActionDuration,maritalStatusSingle,-0.07196888090840581
dayOfMonth,profileSessionAction3CountZScore,-0.07186005225993447
profileSessionAction3CountZScore,dayOfMonth,-0.07186005225993447
profileSecondsToTransactionZScore,amountMod250,0.07184154146317559
amountMod250,profileSecondsToTransactionZScore,0.07184154146317559
profileRawMeanSessionAction1Count,amountMod1000,0.07180562631298071
amountMod1000,profileRawMeanSessionAction1Count,0.07180562631298071
profileRawStdSessionAction4Count,amount,-0.07175348108124383
amount,profileRawStdSessionAction4Count,-0.07175348108124383
profileRawMeanSessionAction2Count,amountMod500,0.07174979855854086
amountMod500,profileRawMeanSessionAction2Count,0.07174979855854086
action9Count,profileRawTransactionCount,-0.0716767296039211
profileRawTransactionCount,action9Count,-0.0716767296039211
profileSessionTransactionFromCreditCardCountZScore,maritalStatusMarried,0.0716447878255004
maritalStatusMarried,profileSessionTransactionFromCreditCardCountZScore,0.0716447878255004
profileRawMeanSessionAction7Count,dayOfWeek,-0.07157088521885312
dayOfWeek,profileRawMeanSessionAction7Count,-0.07157088521885312
profileRawMeanSessionAction8Count,profileRawMeanSessionAction1Count,0.07147972991633907
profileRawMeanSessionAction1Count,profileRawMeanSessionAction8Count,0.07147972991633907
amountMod1000,profileSessionTransactionFromCheckingCountZScore,0.0714739933594769
profileSessionTransactionFromCheckingCountZScore,amountMod1000,0.0714739933594769
age,profileRawAmountMin,0.07142186055954303
profileRawAmountMin,age,0.07142186055954303
maritalStatusSingle,homeLatitude,-0.07139883748480291
homeLatitude,maritalStatusSingle,-0.07139883748480291
accountTypeSavings,profileAmountZScore,-0.07139776750792566
profileAmountZScore,accountTypeSavings,-0.07139776750792566
action3Count,longitude,-0.07139107863023676
longitude,action3Count,-0.07139107863023676
amountMod100,profileSessionAction0CountZScore,-0.0713522075173004
profileSessionAction0CountZScore,amountMod100,-0.0713522075173004
profileRawStdSessionAction7Count,amountSum,-0.07134734674530895
amountSum,profileRawStdSessionAction7Count,-0.07134734674530895
profileSessionAction5CountZScore,repeatedRecipientCount,0.07133587609982041
repeatedRecipientCount,profileSessionAction5CountZScore,0.07133587609982041
amountMod1000,profileRawAmountStd,0.07131155081546858
profileRawAmountStd,amountMod1000,0.07131155081546858
action9Count,genderMale,0.0712799814622393
genderMale,action9Count,0.0712799814622393
avgActionDuration,profileRawMeanSessionAction5Count,0.07124691148875098
profileRawMeanSessionAction5Count,avgActionDuration,0.07124691148875098
profileRawMeanSessionAction0Count,avgActionDuration,0.07121090622700867
avgActionDuration,profileRawMeanSessionAction0Count,0.07121090622700867
profileRawStdSessionAction3Count,profileRawStdSessionAction1Count,0.07120229902651211
profileRawStdSessionAction1Count,profileRawStdSessionAction3Count,0.07120229902651211
dayOfMonth,profileRawMeanSessionAction1Count,0.07118240906834605
profileRawMeanSessionAction1Count,dayOfMonth,0.07118240906834605
amountMod100,profileRecipientTxnCount,0.07115180351934529
profileRecipientTxnCount,amountMod100,0.07115180351934529
profileRawAmountPercentile10,longitude,-0.07104341567930055
longitude,profileRawAmountPercentile10,-0.07104341567930055
profileRawStdSessionAction6Count,profileRawAmountAvg,0.07103805436047311
profileRawAmountAvg,profileRawStdSessionAction6Count,0.07103805436047311
avgActionDuration,profileSessionAction6CountZScore,-0.07103621693718774
profileSessionAction6CountZScore,avgActionDuration,-0.07103621693718774
profileRawAmountAvg,profileRawTransactionCount,0.07102944903505708
profileRawTransactionCount,profileRawAmountAvg,0.07102944903505708
profileSessionAction7CountZScore,profileRawMeanSessionAction0Count,-0.071013196933866
profileRawMeanSessionAction0Count,profileSessionAction7CountZScore,-0.071013196933866
maritalStatusMarried,action4Count,0.07098777511844227
action4Count,maritalStatusMarried,0.07098777511844227
latitude,profileRecipientTxnCount,-0.0709841293968173
profileRecipientTxnCount,latitude,-0.0709841293968173
homeLatitude,profileSessionTransactionFromSavingsCountZScore,0.07092537862037461
profileSessionTransactionFromSavingsCountZScore,homeLatitude,0.07092537862037461
profileSessionTransactionFromSavingsCountZScore,profileRawAmountPercentile50,0.07092425540844957
profileRawAmountPercentile50,profileSessionTransactionFromSavingsCountZScore,0.07092425540844957
profileSessionTransactionFromSavingsCountZScore,profileRawMeanSecondsToTransaction,-0.07088879826898925
profileRawMeanSecondsToTransaction,profileSessionTransactionFromSavingsCountZScore,-0.07088879826898925
repeatedRecipientCount,profileRawAmountPercentile50,-0.07087743416727812
profileRawAmountPercentile50,repeatedRecipientCount,-0.07087743416727812
profileSessionAction4CountZScore,profileRawMeanSessionAction2Count,-0.07082214471132045
profileRawMeanSessionAction2Count,profileSessionAction4CountZScore,-0.07082214471132045
profileRawSessionCount,profileSessionAction8CountZScore,0.07079562399603836
profileSessionAction8CountZScore,profileRawSessionCount,0.07079562399603836
profileRawMeanSessionAction7Count,amountSum,-0.07077356048615338
amountSum,profileRawMeanSessionAction7Count,-0.07077356048615338
avgActionDuration,repeatedRecipientCount,-0.07075412090254608
repeatedRecipientCount,avgActionDuration,-0.07075412090254608
amountMod500,distanceFromHome,0.070751633221116
distanceFromHome,amountMod500,0.070751633221116
profileRawStdSessionTransactionFromCreditCardCount,accountTypeChecking,-0.07068887985641895
accountTypeChecking,profileRawStdSessionTransactionFromCreditCardCount,-0.07068887985641895
profileRawSessionCount,profileSessionAction9CountZScore,-0.07060627362298111
profileSessionAction9CountZScore,profileRawSessionCount,-0.07060627362298111
profileRawStdSessionTransactionFromCheckingCount,profileSessionActionCountZScore,-0.07058424072509394
profileSessionActionCountZScore,profileRawStdSessionTransactionFromCheckingCount,-0.07058424072509394
profileSessionAction0CountZScore,age,0.07051782154586317
age,profileSessionAction0CountZScore,0.07051782154586317
profileRawStdSessionAction2Count,profileSessionAction4CountZScore,-0.07050989967875104
profileSessionAction4CountZScore,profileRawStdSessionAction2Count,-0.07050989967875104
amountMod250,profileRawStdSessionAction1Count,0.07049111234411262
profileRawStdSessionAction1Count,amountMod250,0.07049111234411262
accountTypeChecking,action3Count,0.07044859739456305
action3Count,accountTypeChecking,0.07044859739456305
action0Count,profileSessionAction5CountZScore,0.0703760062076254
profileSessionAction5CountZScore,action0Count,0.0703760062076254
profileSessionActionCountZScore,profileSessionAction8CountZScore,0.07035018818472519
profileSessionAction8CountZScore,profileSessionActionCountZScore,0.07035018818472519
amountMin,profileRawStdSessionTransactionFromCreditCardCount,-0.07033553130775795
profileRawStdSessionTransactionFromCreditCardCount,amountMin,-0.07033553130775795
homeLatitude,amountMod100,-0.07030865110307158
amountMod100,homeLatitude,-0.07030865110307158
profileRawMeanSessionAction1Count,amountMin,-0.07025369122106959
amountMin,profileRawMeanSessionAction1Count,-0.07025369122106959
action7Count,profileRawStdSecondsToTransaction,-0.07025169003670412
profileRawStdSecondsToTransaction,action7Count,-0.07025169003670412
profileRawStdSessionTransactionFromSavingsCount,profileRawMeanSessionAction5Count,0.07022729963479195
profileRawMeanSessionAction5Count,profileRawStdSessionTransactionFromSavingsCount,0.07022729963479195
amountMin,profileSessionAction3CountZScore,-0.07020319362168363
profileSessionAction3CountZScore,amountMin,-0.07020319362168363
distinctRecipientCount,profileRawStdSessionAction7Count,-0.07017114166826512
profileRawStdSessionAction7Count,distinctRecipientCount,-0.07017114166826512
repeatedRecipientCount,profileRawAmountPercentile75,-0.07016720142452941
profileRawAmountPercentile75,repeatedRecipientCount,-0.07016720142452941
profileRawStdSessionAction5Count,action9Count,-0.07014241299799953
action9Count,profileRawStdSessionAction5Count,-0.07014241299799953
maritalStatusMarried,profileSessionAction3CountZScore,-0.07004541978674866
profileSessionAction3CountZScore,maritalStatusMarried,-0.07004541978674866
profileRawStdSessionAction3Count,maritalStatusSingle,-0.0700194270856082
maritalStatusSingle,profileRawStdSessionAction3Count,-0.0700194270856082
profileRawMeanSessionAction5Count,profileRawAmountPercentile10,-0.07000660844141274
profileRawAmountPercentile10,profileRawMeanSessionAction5Count,-0.07000660844141274
distinctRecipientCount,latitude,-0.0699930252792891
latitude,distinctRecipientCount,-0.0699930252792891
maritalStatusDivorced,profileRawAmountMin,0.06998790597463278
profileRawAmountMin,maritalStatusDivorced,0.06998790597463278
amountMod500,profileRawSessionCount,-0.06996007794443639
profileRawSessionCount,amountMod500,-0.06996007794443639
profileRawMeanSessionAction0Count,amountMin,-0.06989306800222607
amountMin,profileRawMeanSessionAction0Count,-0.06989306800222607
amountMax,profileRawMeanSessionAction4Count,-0.06989075737540981
profileRawMeanSessionAction4Count,amountMax,-0.06989075737540981
profileRawMeanSessionAction1Count,action8Count,-0.06985230497050625
action8Count,profileRawMeanSessionAction1Count,-0.06985230497050625
profileRawMeanSessionAction5Count,action9Count,-0.06978133966723908
action9Count,profileRawMeanSessionAction5Count,-0.06978133966723908
profileRawMeanSessionTransactionFromCheckingCount,profileSecondsToTransactionZScore,-0.0697295635461737
profileSecondsToTransactionZScore,profileRawMeanSessionTransactionFromCheckingCount,-0.0697295635461737
profileRawAmountPercentile50,profileRawSessionCount,0.0695870392247045
profileRawSessionCount,profileRawAmountPercentile50,0.0695870392247045
avgActionDuration,profileSessionAction1CountZScore,0.06955947494656176
profileSessionAction1CountZScore,avgActionDuration,0.06955947494656176
action7Count,latitude,-0.06947165903809173
latitude,action7Count,-0.06947165903809173
profileRawStdSessionAction5Count,avgActionDuration,0.06947092311367978
avgActionDuration,profileRawStdSessionAction5Count,0.06947092311367978
action5Count,profileRawAmountPercentile75,0.06945986937235483
profileRawAmountPercentile75,action5Count,0.06945986937235483
profileSessionAction6CountZScore,amountMod250,0.06943346087175348
amountMod250,profileSessionAction6CountZScore,0.06943346087175348
profileRawAmountPercentile90,profileRawStdSessionActionCount,0.06939525464039123
profileRawStdSessionActionCount,profileRawAmountPercentile90,0.06939525464039123
profileRawStdSessionAction9Count,action6Count,0.06938374541207551
action6Count,profileRawStdSessionAction9Count,0.06938374541207551
profileSecondsToTransactionZScore,profileRawMeanSessionTransactionFromCreditCardCount,-0.06929457929912364
profileRawMeanSessionTransactionFromCreditCardCount,profileSecondsToTransactionZScore,-0.06929457929912364
profileRawAmountMin,amount,0.0692574877949149
amount,profileRawAmountMin,0.0692574877949149
profileSecondsToTransactionZScore,profileRawStdSessionTransactionFromCheckingCount,-0.06919156151180915
profileRawStdSessionTransactionFromCheckingCount,profileSecondsToTransactionZScore,-0.06919156151180915
profileRawStdSessionAction5Count,distinctRecipientCount,-0.069171302094772
distinctRecipientCount,profileRawStdSessionAction5Count,-0.069171302094772
profileRawMeanSessionAction5Count,profileSessionAction3CountZScore,-0.06912585222768933
profileSessionAction3CountZScore,profileRawMeanSessionAction5Count,-0.06912585222768933
longitude,profileRawMeanSessionAction4Count,0.0691059921667026
profileRawMeanSessionAction4Count,longitude,0.0691059921667026
profileRawAmountPercentile10,profileRawMeanSessionTransactionFromCheckingCount,-0.0690740614830759
profileRawMeanSessionTransactionFromCheckingCount,profileRawAmountPercentile10,-0.0690740614830759
profileRawMeanSessionAction5Count,amountSum,-0.06902177362405337
amountSum,profileRawMeanSessionAction5Count,-0.06902177362405337
repeatedRecipientCount,profileRawMeanSessionAction9Count,0.06900988335870968
profileRawMeanSessionAction9Count,repeatedRecipientCount,0.06900988335870968
homeLongitude,profileSessionAction3CountZScore,-0.06900890042576939
profileSessionAction3CountZScore,homeLongitude,-0.06900890042576939
profileSessionAction9CountZScore,profileRawMeanSessionAction0Count,-0.06898802079935029
profileRawMeanSessionAction0Count,profileSessionAction9CountZScore,-0.06898802079935029
profileSessionAction3CountZScore,accountTypeCreditCard,-0.06898613357250416
accountTypeCreditCard,profileSessionAction3CountZScore,-0.06898613357250416
profileRawAmountPercentile90,accountTypeChecking,-0.06894528730469536
accountTypeChecking,profileRawAmountPercentile90,-0.06894528730469536
profileSessionAction9CountZScore,profileRawMeanSessionAction9Count,-0.06891502909066613
profileRawMeanSessionAction9Count,profileSessionAction9CountZScore,-0.06891502909066613
maritalStatusSingle,amountSum,0.06890461607251663
amountSum,maritalStatusSingle,0.06890461607251663
profileSessionAction7CountZScore,profileSessionTransactionFromSavingsCountZScore,-0.06890417112991261
profileSessionTransactionFromSavingsCountZScore,profileSessionAction7CountZScore,-0.06890417112991261
profileRawAmountMin,profileSessionAction1CountZScore,-0.06884313184486032
profileSessionAction1CountZScore,profileRawAmountMin,-0.06884313184486032
latitude,profileDistinctRecipientCount,-0.06879669812019965
profileDistinctRecipientCount,latitude,-0.06879669812019965
profileSessionAction6CountZScore,profileRawStdSessionAction6Count,-0.06875711076579497
profileRawStdSessionAction6Count,profileSessionAction6CountZScore,-0.06875711076579497
profileRawMeanSessionTransactionFromCreditCardCount,maritalStatusDivorced,0.0687522980017446
maritalStatusDivorced,profileRawMeanSessionTransactionFromCreditCardCount,0.0687522980017446
profileRawStdSessionAction0Count,profileSessionTransactionFromCheckingCountZScore,-0.06869965842269043
profileSessionTransactionFromCheckingCountZScore,profileRawStdSessionAction0Count,-0.06869965842269043
action4Count,latitude,-0.06868948368795204
latitude,action4Count,-0.06868948368795204
profileRawStdSessionAction1Count,profileSessionTransactionFromSavingsCountZScore,-0.06867079052265865
profileSessionTransactionFromSavingsCountZScore,profileRawStdSessionAction1Count,-0.06867079052265865
profileSessionAction1CountZScore,profileSessionTransactionCountZScore,0.06855497262095037
profileSessionTransactionCountZScore,profileSessionAction1CountZScore,0.06855497262095037
profileSessionAction4CountZScore,profileRawMeanSessionTransactionFromCheckingCount,-0.06849041853122438
profileRawMeanSessionTransactionFromCheckingCount,profileSessionAction4CountZScore,-0.06849041853122438
profileRawAmountPercentile90,amountMod100,0.06847243053180786
amountMod100,profileRawAmountPercentile90,0.06847243053180786
profileRawStdSessionAction2Count,profileSessionAction3CountZScore,-0.0684627660774756
profileSessionAction3CountZScore,profileRawStdSessionAction2Count,-0.0684627660774756
amountMod500,profileSessionAction4CountZScore,0.06838277828354278
profileSessionAction4CountZScore,amountMod500,0.06838277828354278
profileSessionAction0CountZScore,secondsToTransaction,0.06830517964510144
secondsToTransaction,profileSessionAction0CountZScore,0.06830517964510144
action5Count,profileRawAmountMin,-0.068295765351976
profileRawAmountMin,action5Count,-0.068295765351976
age,genderMale,0.06827718407417736
genderMale,age,0.06827718407417736
action1Count,profileRawMeanSessionTransactionFromSavingsCount,-0.06815560031060834
profileRawMeanSessionTransactionFromSavingsCount,action1Count,-0.06815560031060834
transactionCount,latitude,-0.06805011338338096
latitude,transactionCount,-0.06805011338338096
profileSessionAction2CountZScore,accountTypeCreditCard,0.06802665340714585
accountTypeCreditCard,profileSessionAction2CountZScore,0.06802665340714585
amountMin,profileRawStdSessionAction1Count,-0.06802469337939081
profileRawStdSessionAction1Count,amountMin,-0.06802469337939081
profileRawStdSessionAction6Count,latitude,-0.06799144363918103
latitude,profileRawStdSessionAction6Count,-0.06799144363918103
amount,profileRawAmountPercentile90,0.06795621148949976
profileRawAmountPercentile90,amount,0.06795621148949976
